Temperature,pH,O2(aq),O2(aq),Activity of H2O,Eh (O2(aq) /H2O ),Measured Eh
C,pH,mg/l,activity,activity,V,number
15.5000000000000,4.4000000000000,7.4000000000000,0.0002320000000,1.0000000000000,0.9673000000000,
19.0000000000000,6.1000000000000,8.1000000000000,0.0002540000000,1.0000000000000,0.8660000000000,
17.0000000000000,7.4000000000000,10.3000000000000,0.0003230000000,1.0000000000000,0.7953000000000,
12.5000000000000,5.2000000000000,10.1000000000000,0.0003160000000,1.0000000000000,0.9267000000000,
11.5000000000000,4.5000000000000,9.3000000000000,0.0002910000000,0.9999000000000,0.9669000000000,
13.0000000000000,4.3000000000000,9.8000000000000,0.0003070000000,1.0000000000000,0.9771000000000,
12.0000000000000,6.1000000000000,8.8000000000000,0.0002770000000,1.0000000000000,0.8756000000000,
10.5000000000000,6.4000000000000,10.3000000000000,0.0003240000000,1.0000000000000,0.8615000000000,
11.0000000000000,6.2000000000000,9.3000000000000,0.0002920000000,1.0000000000000,0.8715000000000,
17.5000000000000,7.0000000000000,0.6000000000000,0.0000188000000,1.0000000000000,0.7997000000000,
21.0000000000000,7.2000000000000,1.9000000000000,0.0000597000000,1.0000000000000,0.7900000000000,
21.5000000000000,7.2000000000000,2.0000000000000,0.0000628000000,1.0000000000000,0.7896000000000,
21.5000000000000,7.2000000000000,0.7000000000000,0.0000220000000,1.0000000000000,0.7829000000000,
21.5000000000000,7.3000000000000,2.5000000000000,0.0000785000000,1.0000000000000,0.7851000000000,
21.2000000000000,7.5000000000000,2.2000000000000,0.0000691000000,1.0000000000000,0.7731000000000,
21.5000000000000,7.4000000000000,4.5000000000000,0.0001410000000,1.0000000000000,0.7830000000000,
21.5000000000000,7.5000000000000,1.5000000000000,0.0000471000000,1.0000000000000,0.7702000000000,
20.9000000000000,7.2000000000000,2.0000000000000,0.0000628000000,1.0000000000000,0.7905000000000,
22.0000000000000,7.3000000000000,5.0000000000000,0.0001570000000,1.0000000000000,0.7888000000000,
22.0000000000000,7.5000000000000,1.6000000000000,0.0000502000000,1.0000000000000,0.7698000000000,
21.8000000000000,7.6000000000000,1.4000000000000,0.0000440000000,1.0000000000000,0.7634000000000,
22.6000000000000,7.4000000000000,1.8000000000000,0.0000565000000,1.0000000000000,0.7755000000000,
21.9000000000000,7.5000000000000,1.5000000000000,0.0000471000000,1.0000000000000,0.7696000000000,
22.0000000000000,7.0000000000000,0.8000000000000,0.0000251000000,1.0000000000000,0.7947000000000,
22.5000000000000,7.5000000000000,0.7000000000000,0.0000220000000,1.0000000000000,0.7637000000000,
22.2000000000000,7.4000000000000,1.1000000000000,0.0000346000000,1.0000000000000,0.7730000000000,
22.4000000000000,7.1000000000000,0.8000000000000,0.0000251000000,1.0000000000000,0.7882000000000,
22.4000000000000,7.1000000000000,0.8000000000000,0.0000251000000,1.0000000000000,0.7882000000000,
23.0000000000000,7.6000000000000,4.8000000000000,0.0001510000000,1.0000000000000,0.7693000000000,
22.3000000000000,7.5000000000000,4.6000000000000,0.0001440000000,1.0000000000000,0.7760000000000,
22.0000000000000,8.5000000000000,2.1000000000000,0.0000659000000,1.0000000000000,0.7130000000000,
22.0000000000000,8.4000000000000,3.0000000000000,0.0000942000000,1.0000000000000,0.7211000000000,
28.1000000000000,6.9000000000000,5.3000000000000,0.0001670000000,1.0000000000000,0.8035000000000,
27.8000000000000,7.0000000000000,4.7000000000000,0.0001480000000,1.0000000000000,0.7972000000000,
